Source,Target,Weight
Hizbul Mujahideen (HM),Explosives/Bombs/Dynamite,41
Hizbul Mujahideen (HM),Firearms,18
Hizbul Mujahideen (HM),Incendiary,1
Hizbul Mujahideen (HM),Unknown,1
Hmar People's Convention-Democracy (HPC-D),Unknown,1
Indian Mujahideen,Explosives/Bombs/Dynamite,7
Individual,Explosives/Bombs/Dynamite,1
Individual,Melee,1
Insurgents,Firearms,2
Islamic Fateh,Explosives/Bombs/Dynamite,1
Islamic Front,Explosives/Bombs/Dynamite,1
Islamic Front,Firearms,2
Jaish-e-Mohammad (JeM),Explosives/Bombs/Dynamite,6
Jaish-e-Mohammad (JeM),Firearms,11
Jaish-e-Mohammad (JeM),Melee,1
Jamiat ul-Mujahedin (JuM),Explosives/Bombs/Dynamite,2
Jamiat ul-Mujahedin (JuM),Firearms,3
Jharkhand Liberation Tigers (JLT),Firearms,1
Jharkhand Liberation Tigers (JLT),Incendiary,1
Jharkhand Liberation Tigers (JLT),Unknown,2
Kamtapur Liberation Organization (KLO),Explosives/Bombs/Dynamite,1
Kamtapur Liberation Organization (KLO),Firearms,1
Kamtapur Liberation Organization (KLO),Unknown,1
Kanglei Yawol Kanna Lup (KYKL),Explosives/Bombs/Dynamite,2
Kanglei Yawol Kanna Lup (KYKL),Firearms,6
Kangleipak Communist Party (KCP),Explosives/Bombs/Dynamite,14
Kangleipak Communist Party (KCP),Firearms,3
Kangleipak Communist Party (KCP),Unknown,1
Karbi Longri National Liberation Front (KLNLF),Firearms,2
Karbi Longri North Cachar Liberation Front (KLNLF),Explosives/Bombs/Dynamite,9
Karbi Longri North Cachar Liberation Front (KLNLF),Firearms,4
Karbi Longri North Cachar Liberation Front (KLNLF),Unknown,2
Karbi National Volunteers (KNV),Firearms,1
Karbi National Volunteers (KNV),Melee,2
Karbi Tribe,Explosives/Bombs/Dynamite,1
Kashmir Freedom Force,Explosives/Bombs/Dynamite,1
Kashmiri Militants,Firearms,1
Kuki Liberation Army (KLA),Explosives/Bombs/Dynamite,1
Kuki Liberation Army (KLA),Firearms,1
Kuki National Army (KNA),Firearms,1
Kuki National Army (KNA),Incendiary,1
Kuki National Army (KNA),Unknown,1
Kuki National Front (KNF),Firearms,1
Kuki National Front (KNF),Unknown,1
Kuki Revolutionary Army (KRA),Firearms,2
Lashkar-e-Jhangvi,Chemical,2
Lashkar-e-Taiba (LeT),Chemical,1
Lashkar-e-Taiba (LeT),Explosives/Bombs/Dynamite,43
Lashkar-e-Taiba (LeT),Firearms,37
Lashkar-e-Taiba (LeT),Incendiary,2
Lashkar-e-Taiba (LeT),Melee,4
Lashkar-e-Taiba (LeT),Unknown,1
Liberation Tigers of Tamil Eelam (LTTE),Explosives/Bombs/Dynamite,1
Liberation Tigers of Tamil Eelam (LTTE),Firearms,1
Mahaz-e-Inquilab,Explosives/Bombs/Dynamite,3
Maoist Communist Center (MCC),Explosives/Bombs/Dynamite,8
Maoist Communist Center (MCC),Firearms,10
Maoist Communist Center (MCC),Incendiary,1
Maoist Communist Center (MCC),Sabotage Equipment,2
Maoist Communist Center (MCC),Unknown,1
Maoists,Explosives/Bombs/Dynamite,4
Maoists,Firearms,7
Maoists,Incendiary,5
Maoists,Unknown,2
Militants,Explosives/Bombs/Dynamite,9
Militants,Firearms,16
Militants,Unknown,1
Miscreants,Explosives/Bombs/Dynamite,1
Miscreants,Firearms,1
Muslim Militants,Explosives/Bombs/Dynamite,4
Muslim Militants,Firearms,7
Muslim Militants,Melee,1
Muslim Rebels,Explosives/Bombs/Dynamite,2
Muslim Rebels,Firearms,1
Muslim Separatists,Explosives/Bombs/Dynamite,2
Muslim Separatists,Firearms,2
Muslims,Firearms,1
Naga People,Incendiary,1
Naga People’s Council (NPC),Explosives/Bombs/Dynamite,1
National Democratic Front of Bodoland (NDFB),Explosives/Bombs/Dynamite,11
National Democratic Front of Bodoland (NDFB),Firearms,27
National Democratic Front of Bodoland (NDFB),Melee,1
National Democratic Front of Bodoland (NDFB),Unknown,5
National Liberation Front of Tripura (NLFT),Explosives/Bombs/Dynamite,2
National Liberation Front of Tripura (NLFT),Firearms,26
National Liberation Front of Tripura (NLFT),Incendiary,1
National Liberation Front of Tripura (NLFT),Unknown,8
National People’s Party (Rashtriya Janata Dal - RJD),Melee,1
National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM),Explosives/Bombs/Dynamite,1
National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM),Firearms,16
National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM),Incendiary,1
National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM),Melee,1
National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM),Unknown,4
National Socialist Council of Nagaland-Khaplang (NSCN-K),Firearms,5
National Socialist Council of Nagaland-Khaplang (NSCN-K),Incendiary,1
National Socialist Council of Nagaland-Khaplang (NSCN-K),Unknown,6
Naxalites,Explosives/Bombs/Dynamite,13
Naxalites,Firearms,13
Naxalites,Incendiary,1
Naxalites,Melee,4
Naxalites,Unknown,2
Other,Explosives/Bombs/Dynamite,45
Other,Firearms,30
Other,Incendiary,2
Other,Melee,2
Other,Unknown,1
People's Committee against Police Atrocities (PCPA),Firearms,3
People's Committee against Police Atrocities (PCPA),Incendiary,6
People's Liberation Army (India),Explosives/Bombs/Dynamite,2
People's Liberation Front of India,Explosives/Bombs/Dynamite,1
People's Revolutionary Party of Kangleipak (PREPAK),Explosives/Bombs/Dynamite,5
People's Revolutionary Party of Kangleipak (PREPAK),Firearms,4
People's Revolutionary Party of Kangleipak (PREPAK),Unknown,1
People's United Liberation Front (PULF),Explosives/Bombs/Dynamite,3
People's United Liberation Front (PULF),Firearms,1
People's War Group (PWG),Explosives/Bombs/Dynamite,34
People's War Group (PWG),Firearms,17
People's War Group (PWG),Incendiary,3
People's War Group (PWG),Melee,2
People's War Group (PWG),Unknown,1
Porattom,Incendiary,1
Praveen Dalam,Firearms,1
Ranbir Sena,Incendiary,1
Rashtriya Swayamsevak Sangh,Firearms,1
Rashtriya Swayamsevak Sangh,Melee,2
Rebels,Explosives/Bombs/Dynamite,1
Save Kashmir Movement,Explosives/Bombs/Dynamite,2
Save Kashmir Movement,Firearms,1
Separatists,Explosives/Bombs/Dynamite,1
Students Islamic Movement of India (SIMI),Explosives/Bombs/Dynamite,7
Tamil Nadu Liberation Army,Explosives/Bombs/Dynamite,1
Tehrik al-Mojahedin,Firearms,1
Tehrik-e-Galba Islam,Firearms,1
Tritiya Prastuti Committee (India),Incendiary,1
Tritiya Prastuti Committee (India),Unknown,2
United Bengali Liberation Front (UBLF),Explosives/Bombs/Dynamite,2
United Democratic Terai Liberation Front (UDTLF),Unknown,1
United Jihad Council,Explosives/Bombs/Dynamite,1
United Kuki Liberation Front (UKLF) - India,Firearms,1
United Liberation Front of Assam (ULFA),Explosives/Bombs/Dynamite,135
United Liberation Front of Assam (ULFA),Firearms,41
United Liberation Front of Assam (ULFA),Unknown,3
United National Liberation Front (UNLF),Explosives/Bombs/Dynamite,3
United National Liberation Front (UNLF),Firearms,1
United National Liberation Front (UNLF),Unknown,2
United People's Democratic Solidarity (UPDS),Explosives/Bombs/Dynamite,3
United People's Democratic Solidarity (UPDS),Firearms,3
United People's Democratic Solidarity (UPDS),Melee,1
Unknown,Chemical,2
Unknown,Explosives/Bombs/Dynamite,555
Unknown,Firearms,360
Unknown,Incendiary,26
Unknown,Melee,26
Unknown,Sabotage Equipment,4
Unknown,Unknown,31
Vishwa Hindu Parishad (VHP),Melee,2
Vishwa Hindu Parishad (VHP),Sabotage Equipment,1
