source,target,weight
Dima Halao Daoga (DHD),Facility/Infrastructure Attack,1
Dima Halao Daoga (DHD),Hostage Taking (Kidnapping),2
Guerrillas,Armed Assault,1
Gunmen,Armed Assault,2
Gunmen,Assassination,2
Gunmen,Bombing/Explosion,1
Gunmen,Hostage Taking (Kidnapping),1
Harakat ul-Mujahidin (HuM),Armed Assault,1
Harkatul Jihad-e-Islami,Armed Assault,1
Harkatul Jihad-e-Islami,Bombing/Explosion,8
Hizbul Mujahideen (HM),Armed Assault,15
Hizbul Mujahideen (HM),Assassination,6
Hizbul Mujahideen (HM),Bombing/Explosion,37
Hizbul Mujahideen (HM),Facility/Infrastructure Attack,1
Hizbul Mujahideen (HM),Hostage Taking (Kidnapping),1
Indian Mujahideen,Bombing/Explosion,7
Individual,Bombing/Explosion,1
Individual,Hijacking,1
Insurgents,Hostage Taking (Kidnapping),2
Islamic Fateh,Bombing/Explosion,1
Islamic Front,Armed Assault,1
Islamic Front,Assassination,1
Islamic Front,Bombing/Explosion,1
Jaish-e-Mohammad (JeM),Armed Assault,11
Jaish-e-Mohammad (JeM),Bombing/Explosion,6
Jaish-e-Mohammad (JeM),Hostage Taking (Kidnapping),1
Jamiat ul-Mujahedin (JuM),Armed Assault,2
Jamiat ul-Mujahedin (JuM),Assassination,1
Jamiat ul-Mujahedin (JuM),Bombing/Explosion,2
Jharkhand Liberation Tigers (JLT),Armed Assault,2
Jharkhand Liberation Tigers (JLT),Facility/Infrastructure Attack,1
Jharkhand Liberation Tigers (JLT),Hostage Taking (Kidnapping),1
Kamtapur Liberation Organization (KLO),Armed Assault,1
Kamtapur Liberation Organization (KLO),Bombing/Explosion,1
Kanglei Yawol Kanna Lup (KYKL),Armed Assault,4
Kanglei Yawol Kanna Lup (KYKL),Bombing/Explosion,2
Kanglei Yawol Kanna Lup (KYKL),Hijacking,1
Kanglei Yawol Kanna Lup (KYKL),Hostage Taking (Kidnapping),1
Kangleipak Communist Party (KCP),Armed Assault,3
Kangleipak Communist Party (KCP),Bombing/Explosion,14
Kangleipak Communist Party (KCP),Hostage Taking (Kidnapping),1
Karbi Longri National Liberation Front (KLNLF),Armed Assault,1
Karbi Longri National Liberation Front (KLNLF),Hostage Taking (Kidnapping),1
Karbi Longri North Cachar Liberation Front (KLNLF),Armed Assault,4
Karbi Longri North Cachar Liberation Front (KLNLF),Bombing/Explosion,9
Karbi Longri North Cachar Liberation Front (KLNLF),Hostage Taking (Kidnapping),1
Karbi National Volunteers (KNV),Armed Assault,3
Karbi Tribe,Bombing/Explosion,1
Kashmir Freedom Force,Bombing/Explosion,1
Kashmiri Militants,Armed Assault,1
Kuki Liberation Army (KLA),Bombing/Explosion,1
Kuki Liberation Army (KLA),Hostage Taking (Kidnapping),1
Kuki National Army (KNA),Armed Assault,1
Kuki National Army (KNA),Facility/Infrastructure Attack,1
Kuki National Front (KNF),Hostage Taking (Kidnapping),2
Kuki Revolutionary Army (KRA),Armed Assault,2
Lashkar-e-Jhangvi,Unarmed Assault,2
Lashkar-e-Taiba (LeT),Armed Assault,41
Lashkar-e-Taiba (LeT),Assassination,2
Lashkar-e-Taiba (LeT),Bombing/Explosion,35
Lashkar-e-Taiba (LeT),Facility/Infrastructure Attack,2
Lashkar-e-Taiba (LeT),Hostage Taking (Barricade Incident),1
Lashkar-e-Taiba (LeT),Hostage Taking (Kidnapping),6
Lashkar-e-Taiba (LeT),Unarmed Assault,1
Liberation Tigers of Tamil Eelam (LTTE),Armed Assault,1
Liberation Tigers of Tamil Eelam (LTTE),Bombing/Explosion,1
Mahaz-e-Inquilab,Bombing/Explosion,3
Maoist Communist Center (MCC),Armed Assault,8
Maoist Communist Center (MCC),Bombing/Explosion,8
Maoist Communist Center (MCC),Facility/Infrastructure Attack,6
Maoists,Armed Assault,6
Maoists,Bombing/Explosion,3
Maoists,Facility/Infrastructure Attack,5
Maoists,Hostage Taking (Kidnapping),4
Militants,Armed Assault,12
Militants,Assassination,3
Militants,Bombing/Explosion,9
Militants,Hostage Taking (Kidnapping),1
Miscreants,Assassination,1
Miscreants,Bombing/Explosion,1
Muslim Militants,Armed Assault,7
Muslim Militants,Bombing/Explosion,4
Muslim Militants,Hostage Taking (Kidnapping),1
Muslim Rebels,Armed Assault,1
Muslim Rebels,Bombing/Explosion,2
Muslim Separatists,Armed Assault,2
Muslim Separatists,Bombing/Explosion,2
Muslims,Armed Assault,1
Naga People,Facility/Infrastructure Attack,1
Naga People’s Council (NPC),Bombing/Explosion,1
National Democratic Front of Bodoland (NDFB),Armed Assault,24
National Democratic Front of Bodoland (NDFB),Assassination,3
National Democratic Front of Bodoland (NDFB),Bombing/Explosion,10
National Democratic Front of Bodoland (NDFB),Hostage Taking (Kidnapping),6
National Liberation Front of Tripura (NLFT),Armed Assault,18
National Liberation Front of Tripura (NLFT),Assassination,1
National Liberation Front of Tripura (NLFT),Bombing/Explosion,2
National Liberation Front of Tripura (NLFT),Hostage Taking (Kidnapping),15
National People’s Party (Rashtriya Janata Dal - RJD),Unarmed Assault,1
National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM),Armed Assault,13
National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM),Bombing/Explosion,1
National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM),Facility/Infrastructure Attack,1
National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM),Hostage Taking (Kidnapping),6
National Socialist Council of Nagaland-Khaplang (NSCN-K),Armed Assault,3
National Socialist Council of Nagaland-Khaplang (NSCN-K),Facility/Infrastructure Attack,1
National Socialist Council of Nagaland-Khaplang (NSCN-K),Hostage Taking (Kidnapping),6
Naxalites,Armed Assault,16
Naxalites,Assassination,1
Naxalites,Bombing/Explosion,11
Naxalites,Hostage Taking (Kidnapping),3
Other,Armed Assault,28
Other,Assassination,8
Other,Bombing/Explosion,41
Other,Facility/Infrastructure Attack,1
Other,Hostage Taking (Kidnapping),1
People's Committee against Police Atrocities (PCPA),Armed Assault,1
People's Committee against Police Atrocities (PCPA),Facility/Infrastructure Attack,5
People's Committee against Police Atrocities (PCPA),Hijacking,1
People's Committee against Police Atrocities (PCPA),Hostage Taking (Kidnapping),2
People's Liberation Army (India),Bombing/Explosion,2
People's Liberation Front of India,Bombing/Explosion,1
People's Revolutionary Party of Kangleipak (PREPAK),Armed Assault,4
People's Revolutionary Party of Kangleipak (PREPAK),Bombing/Explosion,5
People's Revolutionary Party of Kangleipak (PREPAK),Hostage Taking (Kidnapping),1
People's United Liberation Front (PULF),Armed Assault,1
People's United Liberation Front (PULF),Bombing/Explosion,3
People's War Group (PWG),Armed Assault,11
People's War Group (PWG),Assassination,7
People's War Group (PWG),Bombing/Explosion,31
People's War Group (PWG),Facility/Infrastructure Attack,5
People's War Group (PWG),Hostage Taking (Kidnapping),3
Porattom,Facility/Infrastructure Attack,1
Praveen Dalam,Assassination,1
Ranbir Sena,Armed Assault,1
Rashtriya Swayamsevak Sangh,Armed Assault,3
Rebels,Bombing/Explosion,1
Save Kashmir Movement,Assassination,1
Save Kashmir Movement,Bombing/Explosion,2
Separatists,Bombing/Explosion,1
Students Islamic Movement of India (SIMI),Bombing/Explosion,7
Tamil Nadu Liberation Army,Bombing/Explosion,1
Tehrik al-Mojahedin,Armed Assault,1
Tehrik-e-Galba Islam,Armed Assault,1
Tritiya Prastuti Committee (India),Facility/Infrastructure Attack,1
Tritiya Prastuti Committee (India),Hostage Taking (Kidnapping),1
United Bengali Liberation Front (UBLF),Bombing/Explosion,2
United Democratic Terai Liberation Front (UDTLF),Hostage Taking (Kidnapping),1
United Jihad Council,Bombing/Explosion,1
United Kuki Liberation Front (UKLF) - India,Hostage Taking (Kidnapping),1
United Liberation Front of Assam (ULFA),Armed Assault,38
United Liberation Front of Assam (ULFA),Assassination,2
United Liberation Front of Assam (ULFA),Bombing/Explosion,135
United Liberation Front of Assam (ULFA),Hostage Taking (Kidnapping),3
United National Liberation Front (UNLF),Armed Assault,1
United National Liberation Front (UNLF),Bombing/Explosion,3
United People's Democratic Solidarity (UPDS),Armed Assault,3
United People's Democratic Solidarity (UPDS),Bombing/Explosion,3
United People's Democratic Solidarity (UPDS),Hostage Taking (Kidnapping),1
Vishwa Hindu Parishad (VHP),Facility/Infrastructure Attack,1
Vishwa Hindu Parishad (VHP),Unarmed Assault,2
