Source,Target,Weight
Communist Party of India - Maoist (CPI-Maoist),Khammam,3
Communist Party of India - Maoist (CPI-Maoist),Sheohar,3
Hizbul Mujahideen (HM),Doda,3
Kangleipak Communist Party (KCP),Bishenpur,3
Lashkar-e-Taiba (LeT),Poonch,3
Lashkar-e-Taiba (LeT),Rajauri,3
Mahaz-e-Inquilab,New Dehli,3
Maoists,Malkangiri,3
Militants,Imphal,3
National Democratic Front of Bodoland (NDFB),Sonitpor,3
National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM),Kohima,3
United Liberation Front of Assam (ULFA),Dibrugarh,3
United Liberation Front of Assam (ULFA),Nalbari,3
United Liberation Front of Assam (ULFA),Narengi,3
Al Nasirin (India),Srinagar,2
Al-Umar Mujahideen,Srinagar,2
Citizen's Rights Protection Volunteers,North Cachar Hills,2
Communist Party of India - Maoist (CPI-Maoist),Arwal,2
Communist Party of India - Maoist (CPI-Maoist),Banka,2
Communist Party of India - Maoist (CPI-Maoist),Bankura,2
Communist Party of India - Maoist (CPI-Maoist),Dhamtari,2
Communist Party of India - Maoist (CPI-Maoist),Gajapati,2
Communist Party of India - Maoist (CPI-Maoist),Jehanabad,2
Communist Party of India - Maoist (CPI-Maoist),Karimnagar,2
Communist Party of India - Maoist (CPI-Maoist),Lohardaga,2
Communist Party of India - Maoist (CPI-Maoist),Muzaffarpur,2
Communist Party of India - Maoist (CPI-Maoist),Nawada,2
Communist Party of India - Maoist (CPI-Maoist),Sambalpur,2
Communist Party of India - Maoist (CPI-Maoist),Simdega,2
Communist Party of India - Maoist (CPI-Maoist),Vaishali,2
Communist Party of India - Maoist (CPI-Maoist),Visakhapatnam,2
Communist Party of India - Maoist (CPI-Maoist),Vishakhapatnam,2
Hizbul Mujahideen (HM),Jammu,2
Hizbul Mujahideen (HM),New Delhi,2
Hizbul Mujahideen (HM),Reasi,2
Hizbul Mujahideen (HM),Udhampur,2
Kamtapur Liberation Organization (KLO),Jalpaiguri,2
Kanglei Yawol Kanna Lup (KYKL),Bishenpur,2
Kuki National Army (KNA),Moreh,2
Lashkar-e-Taiba (LeT),Bela,2
Lashkar-e-Taiba (LeT),Budgam District,2
Lashkar-e-Taiba (LeT),Kishtwar,2
Lashkar-e-Taiba (LeT),Kulgam,2
Maoists,Gaya,2
Muslim Militants,Jammu,2
Muslim Separatists,Srinagar,2
National Democratic Front of Bodoland (NDFB),Bongaigaon,2
National Democratic Front of Bodoland (NDFB),Dhemaji,2
National Democratic Front of Bodoland (NDFB),Guwahati,2
National Democratic Front of Bodoland (NDFB),Sonapur,2
National Liberation Front of Tripura (NLFT),Agartala,2
National Liberation Front of Tripura (NLFT),Chaplingcherra,2
National Liberation Front of Tripura (NLFT),Jirania,2
National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM),Tamenglong,2
National Socialist Council of Nagaland-Khaplang (NSCN-K),Kohima,2
Naxalites,Dantewada,2
Naxalites,Kanchkir village,2
People's Liberation Army (India),Imphal,2
People's Revolutionary Party of Kangleipak (PREPAK),Bishenpur,2
People's United Liberation Front (PULF),Yairipok,2
People's War Group (PWG),Peddaktnta,2
Students Islamic Movement of India (SIMI),New Delhi,2
Tritiya Prastuti Committee (India),Latehar,2
United Liberation Front of Assam (ULFA),Darrang,2
United Liberation Front of Assam (ULFA),Digboi,2
United Liberation Front of Assam (ULFA),Gossaigaon,2
United Liberation Front of Assam (ULFA),Kokrajhar,2
United Liberation Front of Assam (ULFA),Nagaon,2
United Liberation Front of Assam (ULFA),North Cachar Hills,2
United Liberation Front of Assam (ULFA),Sadiya,2
United Liberation Front of Assam (ULFA),Sivasagar,2
United Liberation Front of Assam (ULFA),Udalguri,2
United People's Democratic Solidarity (UPDS),Satgaon,2
Vishwa Hindu Parishad (VHP),Mumbai,2
Achik National Volunteer Council (ANVC),Songsak,1
Adivasi National Liberation Army (ANLA),Karbi Anglong,1
Adivasi National Liberation Army (ANLA),Sonari,1
Adivasi National Liberation Army (ANLA),Udalguri,1
Akhilesh Singh Gang,Bhojpur,1
Al-Arifeen,Kupwara,1
Al-Badr,Kupwara,1
Al-Badr,Srinagar,1
Al-Fajr,Srinagar,1
Al-Hamas Mujahideen,Srinagar,1
All India Anna Dravida Munetra Kazgan Party,Dindigul,1
All Kamatapur Liberation Force,Kokrajhar,1
All Tripura Tiger Force (ATTF),Fimnacherra,1
All Tripura Tiger Force (ATTF),Jagra,1
All Tripura Tiger Force (ATTF),Kumrighata,1
All Tripura Tiger Force (ATTF),Mohorcherra,1
All Tripura Tiger Force (ATTF),West Tripura,1
Al-Mansoorian,Baramulla,1
Al-Mansoorian,Bijbehara,1
Al-Mansoorian,Dal Lake,1
Al-Mansoorian,Sopore,1
Al-Nasireen Group,Srinagar,1
Al-Shuda Brigade,Tanda,1
Al-Umar Mujahideen,Sheshnag,1
Babbar Khalsa International (BKI),Ludhiana,1
Bandits,Gajanur,1
Bhumi Uchched Pratirodh Committee (BUPC),Khejuri,1
Black Widows,Guwahati,1
Black Widows,Haflong,1
Black Widows,North Cachar Hills District,1
Black Widows,Umrangso,1
Bodo Liberation Tigers (BLT),Baksa,1
Bodo Liberation Tigers (BLT),Bogoribari,1
Bodo Liberation Tigers (BLT),Kokrajhar,1
Bodo People�s Front (BPF),Chirang,1
Communist Party of India - Maoist (CPI-Maoist),Asansol,1
Communist Party of India - Maoist (CPI-Maoist),Bandwan,1
Communist Party of India - Maoist (CPI-Maoist),Bardhaman,1
Communist Party of India - Maoist (CPI-Maoist),Belpahari,1
Communist Party of India - Maoist (CPI-Maoist),Bhairamgarh,1
Communist Party of India - Maoist (CPI-Maoist),Birbhum,1
Communist Party of India - Maoist (CPI-Maoist),Chabilapur,1
Communist Party of India - Maoist (CPI-Maoist),Chandil,1
Communist Party of India - Maoist (CPI-Maoist),Chandipur,1
Communist Party of India - Maoist (CPI-Maoist),Cherli,1
Communist Party of India - Maoist (CPI-Maoist),Damanjodi,1
Communist Party of India - Maoist (CPI-Maoist),Dasligaon,1
Communist Party of India - Maoist (CPI-Maoist),Durg,1
Communist Party of India - Maoist (CPI-Maoist),East Godavari,1
Communist Party of India - Maoist (CPI-Maoist),Ghodagaon,1
Communist Party of India - Maoist (CPI-Maoist),Gokulnagar,1
Communist Party of India - Maoist (CPI-Maoist),Guntur,1
Communist Party of India - Maoist (CPI-Maoist),Hiroli,1
Communist Party of India - Maoist (CPI-Maoist),Howrah,1
Communist Party of India - Maoist (CPI-Maoist),Iptagura,1
Communist Party of India - Maoist (CPI-Maoist),Jamshedpur,1
Communist Party of India - Maoist (CPI-Maoist),Karampeda,1
Communist Party of India - Maoist (CPI-Maoist),Khagaria,1
Communist Party of India - Maoist (CPI-Maoist),Kharagpur,1
Communist Party of India - Maoist (CPI-Maoist),Kotrapal,1
Communist Party of India - Maoist (CPI-Maoist),Lakhisarai,1
Communist Party of India - Maoist (CPI-Maoist),Maheshpur,1
Communist Party of India - Maoist (CPI-Maoist),Motihari,1
Communist Party of India - Maoist (CPI-Maoist),Nalgonda,1
Communist Party of India - Maoist (CPI-Maoist),Nandigram,1
Communist Party of India - Maoist (CPI-Maoist),Naudal,1
Communist Party of India - Maoist (CPI-Maoist),Odsa,1
Communist Party of India - Maoist (CPI-Maoist),Ongole,1
Communist Party of India - Maoist (CPI-Maoist),Paarl,1
Communist Party of India - Maoist (CPI-Maoist),Raibaga,1
Communist Party of India - Maoist (CPI-Maoist),Ramgarh,1
Communist Party of India - Maoist (CPI-Maoist),Rayagada,1
Communist Party of India - Maoist (CPI-Maoist),Salbani,1
Communist Party of India - Maoist (CPI-Maoist),Sambalpur district,1
Communist Party of India - Maoist (CPI-Maoist),Seraikela-Kharsawan,1
Communist Party of India - Maoist (CPI-Maoist),Sonebhadra,1
Communist Party of India - Maoist (CPI-Maoist),Surguja,1
Communist Party of India - Maoist (CPI-Maoist),Thothapara,1
Communist Party of India - Maoist (CPI-Maoist),Tumkur,1
Communist Party of India - Maoist (CPI-Maoist),Unkknown,1
Communist Party of India - Maoist (CPI-Maoist),Vizianagaram,1
Communist Party of India- Marxist,Keshpur,1
Communist Party of India- Marxist-Leninist,Burdwan,1
Communist Party of India- Marxist-Leninist,Jalpaiguri,1
Communist Party of India- Marxist-Leninist,Kannur,1
Communist Party of India- Marxist-Leninist,Koraput,1
Communist Party of India- Marxist-Leninist,Thalubigha,1
Communist Party of India- Marxist-Leninist,Waywand,1
Deccan Mujahideen,Porbandar,1
Dima Halao Daoga (DHD),Guwahati,1
Dima Halao Daoga (DHD),Haflong,1
Dima Halao Daoga (DHD),Langting Hathikhali,1
Dima Halao Daoga (DHD),Longlai Hasnu,1
Dima Halao Daoga (DHD),Maibong,1
Dima Halao Daoga (DHD),North Cachar District,1
Guerrillas,Palpora,1
Gunmen,Agartala,1
Gunmen,Gandhinagar,1
Gunmen,Imphal,1
Gunmen,Sopore,1
Gunmen,Srinagar,1
Gunmen,Sugnu,1
Harakat ul-Mujahidin (HuM),Sherbibi,1
Harkatul Jihad-e-Islami,Gainad,1
Harkatul Jihad-e-Islami,Gorakhpur,1
Harkatul Jihad-e-Islami,Hyderabad,1
Harkatul Jihad-e-Islami,Kolkata,1
Hizbul Mujahideen (HM),Anantnag,1
Hizbul Mujahideen (HM),Ashmuqam,1
Hizbul Mujahideen (HM),Baramulla,1
Hizbul Mujahideen (HM),Bijbiara,1
Hizbul Mujahideen (HM),Chadoura,1
Hizbul Mujahideen (HM),Dharmari,1
Hizbul Mujahideen (HM),Doda District,1
Hizbul Mujahideen (HM),Drahteng-Prang,1
Hizbul Mujahideen (HM),Frisal,1
Hizbul Mujahideen (HM),Frisal Kulgam,1
Hizbul Mujahideen (HM),Frislan,1
Hizbul Mujahideen (HM),Gandarbal,1
Hizbul Mujahideen (HM),Hangalpawa,1
Hizbul Mujahideen (HM),Hyderpora,1
Hizbul Mujahideen (HM),Kashmir,1
Hizbul Mujahideen (HM),Kathua,1
Hizbul Mujahideen (HM),Keshwan Kishtwar,1
Hizbul Mujahideen (HM),Kishtwar,1
Hizbul Mujahideen (HM),Kud,1
Hizbul Mujahideen (HM),Mahadev,1
Hizbul Mujahideen (HM),Mandipore,1
Hizbul Mujahideen (HM),Manipore,1
Hizbul Mujahideen (HM),Matribugh,1
Hizbul Mujahideen (HM),Mirhama,1
Hizbul Mujahideen (HM),Poonch,1
Hizbul Mujahideen (HM),Pulwama,1
Hizbul Mujahideen (HM),Pulwama (District),1
Hizbul Mujahideen (HM),Rajauri,1
Hizbul Mujahideen (HM),Rajouri,1
Hizbul Mujahideen (HM),Ratnal,1
Hizbul Mujahideen (HM),Sangrama,1
Hizbul Mujahideen (HM),Srinagar and Baramula,1
Hizbul Mujahideen (HM),Srinigar,1
Hizbul Mujahideen (HM),Sumbal,1
Hizbul Mujahideen (HM),Tahab,1
Hizbul Mujahideen (HM),Woodsa,1
Individual,Mumbai,1
Individual,New Delhi,1
Insurgents,Atharobolla,1
Islamic Fateh,Baramulla,1
Islamic Front,Jammu,1
Islamic Front,Lal Chowk,1
Islamic Front,Srinagar,1
Jaish-e-Mohammad (JeM),Badami Bagh,1
Jaish-e-Mohammad (JeM),Batamaloo,1
Jaish-e-Mohammad (JeM),Bathian,1
Jaish-e-Mohammad (JeM),Batmaloo,1
Jaish-e-Mohammad (JeM),Charura,1
Jaish-e-Mohammad (JeM),Habback,1
Jaish-e-Mohammad (JeM),New Delhi,1
Jaish-e-Mohammad (JeM),Pulwama (District),1
Jaish-e-Mohammad (JeM),Wazirbagh locality,1
Jamiat ul-Mujahedin (JuM),Gori,1
Jamiat ul-Mujahedin (JuM),Larnu,1
Jamiat ul-Mujahedin (JuM),Pulwama,1
Jamiat ul-Mujahedin (JuM),Srinagar,1
Jharkhand Liberation Tigers (JLT),Gumla,1
Jharkhand Liberation Tigers (JLT),Latehar,1
Jharkhand Liberation Tigers (JLT),Palamau,1
Kamtapur Liberation Organization (KLO),Beltapara,1
Kanglei Yawol Kanna Lup (KYKL),Lokchao,1
Kangleipak Communist Party (KCP),Thoubal,1
Karbi Longri National Liberation Front (KLNLF),Bilai,1
Karbi Longri National Liberation Front (KLNLF),Dillai,1
Karbi Longri North Cachar Liberation Front (KLNLF),Diphu,1
Karbi Longri North Cachar Liberation Front (KLNLF),Hawraghat,1
Karbi Longri North Cachar Liberation Front (KLNLF),Nagaon,1
Karbi National Volunteers (KNV),Diklam,1
Karbi National Volunteers (KNV),Khoiphuta,1
Karbi National Volunteers (KNV),Rongkuri,1
Karbi Tribe,Dokmoka,1
Kashmir Freedom Force,Srinagar,1
Kashmiri Militants,Qazigund,1
Kuki Liberation Army (KLA),Imphal,1
Kuki Liberation Army (KLA),Maphou,1
Kuki National Army (KNA),Senapati,1
Kuki National Front (KNF),Churanchandpur,1
Kuki National Front (KNF),Imphal,1
Kuki Revolutionary Army (KRA),Manipur,1
Lashkar-e-Jhangvi,Sonmarg,1
Lashkar-e-Jhangvi,Srinagar,1
Lashkar-e-Taiba (LeT),Ajmer,1
Lashkar-e-Taiba (LeT),Anantnag,1
Lashkar-e-Taiba (LeT),Awantipora,1
Lashkar-e-Taiba (LeT),Bachay,1
Lashkar-e-Taiba (LeT),Balipora,1
Lashkar-e-Taiba (LeT),Bangalore,1
Lashkar-e-Taiba (LeT),Banihal,1
Lashkar-e-Taiba (LeT),Baramula,1
Lashkar-e-Taiba (LeT),Bun Doda,1
Lashkar-e-Taiba (LeT),Chadisinghpoora,1
Lashkar-e-Taiba (LeT),Dangiwachi,1
Lashkar-e-Taiba (LeT),Doda (District),1
Lashkar-e-Taiba (LeT),Garoora,1
Lashkar-e-Taiba (LeT),Goon Dhar,1
Lashkar-e-Taiba (LeT),Handawar,1
Lashkar-e-Taiba (LeT),Handwara,1
Lashkar-e-Taiba (LeT),Kaluchak,1
Lashkar-e-Taiba (LeT),Karimnagar,1
Lashkar-e-Taiba (LeT),Kashmir,1
Lashkar-e-Taiba (LeT),Khannabal,1
Lashkar-e-Taiba (LeT),Kupwara,1
Lashkar-e-Taiba (LeT),Magam,1
Lashkar-e-Taiba (LeT),Majra Bambal,1
Lashkar-e-Taiba (LeT),Malachamlan,1
Lashkar-e-Taiba (LeT),Mumbai,1
Lashkar-e-Taiba (LeT),Nadi Marg,1
Lashkar-e-Taiba (LeT),Pahalgam,1
Lashkar-e-Taiba (LeT),Patan,1
Lashkar-e-Taiba (LeT),Poonch District,1
Lashkar-e-Taiba (LeT),Punch,1
Lashkar-e-Taiba (LeT),Rafiabad,1
Lashkar-e-Taiba (LeT),Rajouri,1
Lashkar-e-Taiba (LeT),Rampur,1
Lashkar-e-Taiba (LeT),Sajjar,1
Lashkar-e-Taiba (LeT),Sheeri,1
Lashkar-e-Taiba (LeT),Shrotidar,1
Lashkar-e-Taiba (LeT),Srinigar,1
Lashkar-e-Taiba (LeT),Surankote,1
Lashkar-e-Taiba (LeT),Thanna Mand,1
Lashkar-e-Taiba (LeT),Todi-Poonch,1
Lashkar-e-Taiba (LeT),Udhampur,1
Liberation Tigers of Tamil Eelam (LTTE),Cachar,1
Liberation Tigers of Tamil Eelam (LTTE),Senthur,1
Maoist Communist Center (MCC),Banipora,1
Maoist Communist Center (MCC),Barginia,1
Maoist Communist Center (MCC),Beltu,1
Maoist Communist Center (MCC),Chandawa,1
Maoist Communist Center (MCC),Churchu,1
Maoist Communist Center (MCC),Dhandbad,1
Maoist Communist Center (MCC),Govindpur,1
Maoist Communist Center (MCC),Midnapore,1
Maoist Communist Center (MCC),Nadda,1
Maoist Communist Center (MCC),Narkopi,1
Maoist Communist Center (MCC),Paraiya,1
Maoist Communist Center (MCC),Pipra,1
Maoist Communist Center (MCC),Rambhadrapur,1
Maoists,Badrama Village,1
Maoists,Chatra,1
Maoists,Gumla,1
Maoists,Hyderabad,1
Maoists,Narayanpur,1
Maoists,Palamau,1
Maoists,Ranchi,1
Maoists,Rayagada,1
Maoists,Sitamarhi,1
Maoists,Tamparsingha,1
Maoists,Udaipur,1
Militants,Anantnag,1
Militants,Arwani,1
Militants,Batpora,1
Militants,Bijbehara,1
Militants,Dangerpora,1
Militants,Diphu,1
Militants,Dudansaballa,1
Militants,Fukkumari,1
Militants,Jamalsan,1
Militants,Kandi,1
Militants,Kharout,1
Militants,Kishtwar,1
Militants,Kulipora,1
Militants,Lassana,1
Militants,Latina,1
Militants,Luddar,1
Militants,Rajouri,1
Militants,Sheikhpora,1
Militants,Sodal,1
Militants,Sonapah,1
Militants,Srinagar,1
Militants,Tengtha,1
Miscreants,Kalimpong,1
Miscreants,Nepal Tilla,1
Muslim Militants,Ayhtmulla,1
Muslim Militants,Dodasanpai,1
Muslim Militants,Gandoh,1
Muslim Militants,Indeh,1
Muslim Militants,Iqbal Nagar,1
Muslim Militants,Kotdhara,1
Muslim Militants,Kunzer,1
Muslim Militants,Rajouri,1
Muslim Militants,Reasi,1
Muslim Militants,Wanabal,1
Muslim Rebels,Rajouri,1
Muslim Rebels,Srinagar,1
Muslim Rebels,Surankote,1
Muslim Separatists,Balmakote,1
Muslim Separatists,Sopore,1
Muslims,Trimbli,1
Naga People,North Cachar Hills,1
Naga People�s Council (NPC),Ukhrul,1
National Democratic Front of Bodoland (NDFB),Assam,1
National Democratic Front of Bodoland (NDFB),Baghmara,1
National Democratic Front of Bodoland (NDFB),Bhairavkunda,1
National Democratic Front of Bodoland (NDFB),Bhumka Maligaon,1
National Democratic Front of Bodoland (NDFB),Bogribari,1
National Democratic Front of Bodoland (NDFB),Bongaigaon District,1
National Democratic Front of Bodoland (NDFB),Borkhola,1
National Democratic Front of Bodoland (NDFB),Chirang,1
National Democratic Front of Bodoland (NDFB),Dadgiri,1
National Democratic Front of Bodoland (NDFB),Dailongjhar,1
National Democratic Front of Bodoland (NDFB),Debatangi,1
National Democratic Front of Bodoland (NDFB),Doldoli,1
National Democratic Front of Bodoland (NDFB),Gargaon,1
National Democratic Front of Bodoland (NDFB),Gauripur,1
National Democratic Front of Bodoland (NDFB),Gelapukhuri,1
National Democratic Front of Bodoland (NDFB),Jalabela,1
National Democratic Front of Bodoland (NDFB),Kamrup,1
National Democratic Front of Bodoland (NDFB),Kokrajhar District,1
National Democratic Front of Bodoland (NDFB),Makri Jhoda,1
National Democratic Front of Bodoland (NDFB),Nalbari,1
National Democratic Front of Bodoland (NDFB),Raksamgiri,1
National Democratic Front of Bodoland (NDFB),Ramgaon,1
National Democratic Front of Bodoland (NDFB),Sukrungbari,1
National Liberation Front of Tripura (NLFT),Badaniapara,1
National Liberation Front of Tripura (NLFT),Baghber,1
National Liberation Front of Tripura (NLFT),Bampu,1
National Liberation Front of Tripura (NLFT),Belbari,1
National Liberation Front of Tripura (NLFT),Bishnupur,1
National Liberation Front of Tripura (NLFT),Bishram Ganj,1
National Liberation Front of Tripura (NLFT),Boroholdi,1
National Liberation Front of Tripura (NLFT),Champahaur,1
National Liberation Front of Tripura (NLFT),Chandrathakurpara village,1
National Liberation Front of Tripura (NLFT),Dhurai Sambrai,1
National Liberation Front of Tripura (NLFT),Hazrapara,1
National Liberation Front of Tripura (NLFT),Jampui,1
National Liberation Front of Tripura (NLFT),Jampuijala,1
National Liberation Front of Tripura (NLFT),Kailasahar Subdivision,1
National Liberation Front of Tripura (NLFT),Kantakobrapara,1
National Liberation Front of Tripura (NLFT),Laxmipur,1
National Liberation Front of Tripura (NLFT),Mandai,1
National Liberation Front of Tripura (NLFT),Manu,1
National Liberation Front of Tripura (NLFT),Nalifapara,1
National Liberation Front of Tripura (NLFT),North Tripura,1
National Liberation Front of Tripura (NLFT),Paharpur,1
National Liberation Front of Tripura (NLFT),Rathinjaihalampara,1
National Liberation Front of Tripura (NLFT),Santarampada,1
National Liberation Front of Tripura (NLFT),Sindhukumar,1
National Liberation Front of Tripura (NLFT),Singicherra,1
National Liberation Front of Tripura (NLFT),Thanabulhalampara,1
National Liberation Front of Tripura (NLFT),West Tripura,1
National People�s Party (Rashtriya Janata Dal - RJD),Madhepura,1
National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM),Borlangpha,1
National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM),Kuligaon,1
National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM),Phek,1
National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM),Ukhrul,1
National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM),Wokha,1
National Socialist Council of Nagaland-Khaplang (NSCN-K),Karbi Anglong,1
National Socialist Council of Nagaland-Khaplang (NSCN-K),Lakhimpur,1
National Socialist Council of Nagaland-Khaplang (NSCN-K),Phek,1
National Socialist Council of Nagaland-Khaplang (NSCN-K),Senapati,1
National Socialist Council of Nagaland-Khaplang (NSCN-K),Tamenglong,1
National Socialist Council of Nagaland-Khaplang (NSCN-K),Tirap,1
Naxalites,Bihar,1
Naxalites,Bijapur,1
Naxalites,Boda,1
Naxalites,Bokaro Thermal,1
Naxalites,Chilkhari,1
Naxalites,Errabore,1
Naxalites,Gangalur,1
Naxalites,Ghatkesar,1
Naxalites,Gumla,1
Naxalites,Jamui,1
Naxalites,Koram,1
Naxalites,Laxmipur Diara,1
Naxalites,Mumbai,1
Naxalites,Nayagarh District,1
Naxalites,Peda Vadlapadu,1
Naxalites,Raipur,1
Naxalites,Rani Bodli,1
Naxalites,Saran,1
Naxalites,Srigeri Pado,1
Naxalites,Warangal,1
People's Liberation Front of India,Ranchi,1
People's Revolutionary Party of Kangleipak (PREPAK),Imphal West District,1
People's Revolutionary Party of Kangleipak (PREPAK),Thoubal,1
People's Revolutionary Party of Kangleipak (PREPAK),Tuinem,1
People's United Liberation Front (PULF),Imphal,1
People's War Group (PWG),Abhapalli,1
People's War Group (PWG),Asifabad,1
People's War Group (PWG),Atmakur,1
People's War Group (PWG),Bandlamudi,1
People's War Group (PWG),Bardiha,1
People's War Group (PWG),Bodhanam,1
People's War Group (PWG),Brahmanpalli,1
People's War Group (PWG),Brahmchak,1
People's War Group (PWG),Bustar,1
People's War Group (PWG),Chadhata,1
People's War Group (PWG),Chaibasa,1
People's War Group (PWG),Chelma,1
People's War Group (PWG),Chintagudam,1
People's War Group (PWG),Chukkapur,1
People's War Group (PWG),Dachepalli Mandal,1
People's War Group (PWG),East Godavari,1
People's War Group (PWG),Eturunagaram,1
People's War Group (PWG),Gathalpadar,1
People's War Group (PWG),Gomanda,1
People's War Group (PWG),Hasker,1
People's War Group (PWG),Isaipet,1
People's War Group (PWG),Jagpura,1
People's War Group (PWG),Kachnara,1
People's War Group (PWG),Kagajnagar,1
People's War Group (PWG),Kalimela,1
People's War Group (PWG),Kamareddy,1
People's War Group (PWG),Karpi,1
People's War Group (PWG),Kothur,1
People's War Group (PWG),Kundlakunta,1
People's War Group (PWG),Madimalla,1
People's War Group (PWG),Marrdmalli,1
People's War Group (PWG),Matu,1
People's War Group (PWG),Mirjapur,1
People's War Group (PWG),Motu,1
People's War Group (PWG),Mukinda,1
People's War Group (PWG),Nemallipuri,1
People's War Group (PWG),Patna,1
People's War Group (PWG),Pileru,1
People's War Group (PWG),Pondugula,1
People's War Group (PWG),Poteru,1
People's War Group (PWG),Ramanthapur,1
People's War Group (PWG),Salboni,1
People's War Group (PWG),Saluru,1
People's War Group (PWG),Tarakunda,1
People's War Group (PWG),Telerai,1
People's War Group (PWG),Tirupati,1
Praveen Dalam,Gambirpur,1
Ranbir Sena,Dumariyan,1
Rashtriya Swayamsevak Sangh,Kannur,1
Rashtriya Swayamsevak Sangh,Nallalalam,1
Rashtriya Swayamsevak Sangh,Trivandrum,1
Rebels,Guwahati,1
Save Kashmir Movement,Konibal,1
Save Kashmir Movement,Srinagar,1
Save Kashmir Movement,Uri,1
Separatists,Tarkhan Majra,1
Students Islamic Movement of India (SIMI),Anand,1
Tamil Nadu Liberation Army,Cuddalore,1
Tehrik al-Mojahedin,Puhroo,1
