source,target,weight
Daringbadi,Tourists,1
Darpora,Military,1
Dasanapura,Violent Political Party,1
Dasini,Private Citizens & Property,1
Dasmantpur,Private Citizens & Property,1
Daundih,Government (General),1
Delhi,Government (General),1
Dema,Military,2
Deoghar,Educational Institution,1
Deomali,Private Citizens & Property,1
Devapur-Khoripakar Ghat,Private Citizens & Property,1
Dhabatar,Private Citizens & Property,1
Dhalai,Private Citizens & Property,1
Dhalai district,Government (General),1
Dhalai district,Military,1
Dhalai district,Private Citizens & Property,4
Dhalai district,Transportation,1
Dhalbhumgarh,Government (General),1
Dhanbad,Transportation,1
Dhanbad,Violent Political Party,1
Dhanbad district,Business,1
Dhangai,Educational Institution,1
Dhanora,Police,5
Dharambandha,Food or Water Supply,1
Dharambandha,Military,1
Dharmapuri,Transportation,1
Dhekiajuli,Business,1
Dhekiajuli,Private Citizens & Property,1
Dhemaji,Transportation,1
Dhubri,Private Citizens & Property,1
Dhubri,Transportation,3
Dhurki,Police,1
Dhurli,Government (General),1
Dibrugarh,Business,1
Dibrugarh,Educational Institution,1
Dibrugarh,Private Citizens & Property,2
Digboi,Business,1
Digboi,Private Citizens & Property,1
Dikadla,Government (General),1
Dima Hasao,Government (General),2
Dima Hasao,Transportation,1
Dima Hasao district,Business,1
Dimalgaon,Police,1
Dimapur,Business,5
Dimapur,Private Citizens & Property,2
Dimapur district,Private Citizens & Property,1
Dingdinga,Educational Institution,1
Diphu,Business,1
Diphu,Private Citizens & Property,1
Doda,Private Citizens & Property,1
Dogri Pora,Government (General),2
Dokasaram,Educational Institution,1
Dolaithabi,Government (General),1
Doom Dooma,Police,2
Dornapal,Military,1
Dornapal,Police,1
Drugmulla,Military,1
Duarmara,Private Citizens & Property,1
Dudhnoi,Government (General),1
Dudhnoi,Transportation,1
Duleena,Police,1
Dumagon,Transportation,1
Dumaria,Police,2
Dumaria,Telecommunication,1
Dumka,Business,1
Dumka,Private Citizens & Property,1
Dumka district,Police,1
Durgapur,Government (General),1
Dwimaguri,Private Citizens & Property,1
East Champaran,Business,2
East Champaran,Educational Institution,1
East Champaran,Private Citizens & Property,3
East Champaran,Telecommunication,1
East Garo Hills,Business,4
East Garo Hills,Police,6
East Garo Hills,Private Citizens & Property,2
East Garo Hills district,Business,1
East Garo Hills district,Educational Institution,1
East Garo Hills district,Police,2
East Garo Hills district,Private Citizens & Property,2
East Godavari district,Violent Political Party,1
East singhbhum,Business,2
East Singhbhum,Educational Institution,1
East singhbhum,Government (General),4
East singhbhum,Private Citizens & Property,5
East singhbhum,Transportation,1
East singhbhum,Utilities,1
Edenbari,Police,1
Ekara,Transportation,1
Erbanpalli,Private Citizens & Property,1
Etapalli,Police,1
Faileng,Private Citizens & Property,1
Fakiragram,Transportation,1
Faraspal,Private Citizens & Property,1
Fukrogora,Police,1
Gadchirol,Police,2
Gadchirol,Private Citizens & Property,1
Gadchiroli,Business,1
Gadchiroli,Government (General),3
Gadchiroli,NGO,1
Gadchiroli,Police,15
Gadchiroli,Private Citizens & Property,27
Gadchiroli,Transportation,1
Gadchiroli district,Government (General),1
Gadchiroli district,Police,5
Gadiras,Government (General),1
Gadtoli,Private Citizens & Property,1
Gaffabal,Government (General),1
Gaghra,Private Citizens & Property,1
Gagran,Police,1
Gaighat,Business,1
Gajalbadi,Telecommunication,1
Gajapati,Business,1
Gajapati,Police,1
Gajapati,Private Citizens & Property,2
Gajapati,Telecommunication,2
Gajol,Private Citizens & Property,1
Gajole,Private Citizens & Property,1
Galandar Pampore,Police,1
Galudih,Government (General),1
Gambhira Ghat,Transportation,1
Gandachera,Military,1
Gandachera,Private Citizens & Property,1
Gandacherra,Private Citizens & Property,1
Gandiwani,Private Citizens & Property,1
Gangaloor,Police,1
Gangalur,Police,1
Gangapur,Terrorists/Non-State Militia,1
ganjam,Business,1
Ganjam,Private Citizens & Property,1
ganjam,Transportation,1
Ganjemar,Government (General),1
Gannavaram,Telecommunication,1
Gardewada,Private Citizens & Property,1
Garhwa,Business,1
Garhwa,Government (General),1
Garhwa,Police,1
Garhwa,Private Citizens & Property,2
Garo Hills,Private Citizens & Property,2
Garo Hills district,Private Citizens & Property,2
Garobadha,Private Citizens & Property,1
Garwah,Educational Institution,1
Garwah,Private Citizens & Property,4
Garwah,Terrorists/Non-State Militia,1
Gasbari,Private Citizens & Property,1
Gasuapara,Business,2
Gasuapara,Government (General),1
Gasuapara,Police,1
Gasuapara,Private Citizens & Property,1
Gasupara,Private Citizens & Property,1
Gatibeda,Private Citizens & Property,1
Gauripur,Private Citizens & Property,1
Gaya,Business,6
Gaya,Educational Institution,3
Gaya,Government (General),5
Gaya,Police,5
Gaya,Private Citizens & Property,14
Gaya,Telecommunication,9
Gaya,Terrorists/Non-State Militia,1
Gaya,Transportation,5
Gaya district,Business,1
Gaya district,Police,1
Gaya district,Private Citizens & Property,1
Gazole,Transportation,1
Geedam,Police,1
Geet,Private Citizens & Property,1
Gelmol,Military,1
Gendabari,Private Citizens & Property,1
Ghaghra,Private Citizens & Property,1
Ghari,Private Citizens & Property,1
Ghatbera,Private Citizens & Property,1
Ghatshila,Business,1
Ghatshila,Police,1
Ghorparan,Transportation,1
Ghumra,Police,1
Giridh,Police,1
Giridih,Business,2
Giridih,Government (General),2
Giridih,Police,1
Giridih,Private Citizens & Property,2
Giridih,Terrorists/Non-State Militia,1
Giridih,Transportation,2
Giridih district,Police,2
Giridih district,Private Citizens & Property,1
Giridih district,Transportation,1
Goabari,Transportation,1
Goalpara,Police,3
Goalpara,Private Citizens & Property,1
Goalpara,Terrorists/Non-State Militia,1
Goalpara,Transportation,1
Goalpara district,Educational Institution,5
Goalpara district,Military,1
Goaltore,Police,1
Goda,Telecommunication,1
Godda,Police,1
Goera Rongat,Private Citizens & Property,2
Goh,Business,2
Goilkera,Business,1
Golaghat,Business,2
Golaghat,Transportation,1
Golaghat district,Business,1
Golaghat district,Educational Institution,2
Golaghat district,Private Citizens & Property,5
Golawand,Police,1
Golla Damodarpalli,Journalists & Media,1
Gomati district,Private Citizens & Property,1
Gomia,Police,2
Gondia,Business,1
Gondia,Police,1
Goreswar,Private Citizens & Property,1
Goripora,Government (General),1
Gorna,Police,1
Gossaigaon,Transportation,1
Grahampur Bazar,Private Citizens & Property,1
Greater Noida,Violent Political Party,1
Grihang,Military,1
Gudabeda,Government (General),1
Gulab Bagh,Government (General),1
Gulalkandi,Government (General),1
Gulmarg,Government (General),1
Gulzarpora,Government (General),1
Gumia,Business,1
Gumia,Police,1
Gumla,Business,4
Gumla,Government (General),1
Gumla,Police,1
Gumla,Private Citizens & Property,5
Gumla,Terrorists/Non-State Militia,2
Gumla,Transportation,2
Gumla district,Military,1
Gumla district,Private Citizens & Property,3
Gundahur,Military,1
Gundijora,Police,1
Guraru,Transportation,1
Gurpa,Transportation,1
Guwahati,Business,1
Guwahati,Government (General),1
Guwahati,Police,3
Guwahati,Private Citizens & Property,3
Guwahati,Transportation,2
Gyarapatti,Police,1
Haflong,Police,1
Haflong,Private Citizens & Property,3
Haflong,Transportation,1
Hahesarhi,Educational Institution,1
Hailabandi,Business,1
Hailakandi,Government (General),1
Hailakandi,Private Citizens & Property,3
Hailakandi district,Business,1
Hakajang,Private Citizens & Property,1
Hakripora,Government (General),1
Handwara,Military,2
Handwara,Police,2
Hanumantpur,Government (General),1
Haollephai,Military,1
Haoreibi,Private Citizens & Property,1
Hardshiva,Government (General),1
Hariharganj,Police,1
Harkhui,Government (General),1
Harta,Government (General),1
Hatikhali,Business,1
Hazaribag,Business,2
Hazaribag,Government (General),1
Hazaribag,Police,2
Hazaribag,Private Citizens & Property,2
Hazaribag district,Government (General),1
Hazaribagh,Business,1
Hazaribagh,Private Citizens & Property,1
Hedri,Police,1
Hehranj,Military,1
Heingang,Business,1
Heirok,Military,1
Heirok Part I,Military,1
Hensala,Transportation,1
Hesakocha,Private Citizens & Property,1
Hesatu,Business,1
Hiangtam,Military,1
Hojai,Private Citizens & Property,1
Howrah,Business,1
Howrah,Government (General),1
Howrah,Private Citizens & Property,1
Hundwara district,Military,1
Hunterganj,Police,1
Hussaina Raghav,Government (General),1
Hussainabad,Government (General),1
Hyderabad,Government (General),1
Hyderabad,Police,1
Hyderabad,Private Citizens & Property,3
Hyderpora,Military,1
Hyderpora,Police,1
Hygam,Police,1
Idinthakarai,NGO,1
Imam Sahib,Military,1
Imam Sahib,Police,1
Impahal,Business,1
Imphal,Business,22
Imphal,Educational Institution,12
Imphal,Government (General),55
Imphal,Military,17
Imphal,Police,10
Imphal,Private Citizens & Property,44
Imphal,Religious Figures/Institutions,2
Imphal,Telecommunication,1
Imphal,Tourists,1
Imphal,Transportation,4
Imphal East,Business,1
Imphal East,Educational Institution,1
Imphal East,Government (General),3
Imphal East,Military,2
Imphal East,Police,1
Imphal East,Private Citizens & Property,3
Imphal West,Business,2
Imphal West,Educational Institution,1
Imphal West,Government (General),4
Imphal West,Military,1
Imphal West,Private Citizens & Property,2
Imphal West district,Educational Institution,2
Imphal West district,Journalists & Media,1
Imphal West district,Military,1
Impui Basti,Military,1
Ishuapur,Police,1
Itakhola,Private Citizens & Property,1
Itanagar,Government (General),1
Itanagar,Journalists & Media,1
Itkhori,Police,1
Jabalpur,Business,1
Jadarhaat,Private Citizens & Property,1
Jadogre,Government (General),1
Jagaddal,Private Citizens & Property,1
Jagun,Private Citizens & Property,1
Jaishidhi,Private Citizens & Property,1
Jajpur,Telecommunication,1
Jajpur,Transportation,1
Jaksongram,Government (General),1
Jalandhar,Private Citizens & Property,1
Jaleshwar,Educational Institution,1
Jaleshwar,Government (General),1
Jalpaiguri,Private Citizens & Property,1
Jalukbari,Transportation,2
Jamalpur,Police,1
Jambulghata,Police,1
Jammalamadugu,Police,1
Jammu,Private Citizens & Property,1
Jamnijara,Police,1
Jamtara,Private Citizens & Property,1
Jamui,Business,3
Jamui,Educational Institution,2
Jamui,Government (General),5
Jamui,Military,1
Jamui,Police,2
Jamui,Private Citizens & Property,10
Jamui,Telecommunication,3
Jamui,Transportation,5
Jamui,Utilities,1
Jamui,Violent Political Party,1
Jamui district,Government (General),4
Jamuria,Private Citizens & Property,1
Janbazpora,Military,1
Jangrapara,Private Citizens & Property,1
Janiguda,Military,1
Jaram,Business,1
Jehanabad,Business,1
Jehanabad,Transportation,2
Jekabari,Private Citizens & Property,1
Jemini,Business,1
Jeypore,Military,1
Jhara,Police,1
Jhargram,Police,1
Jhiliguda,Government (General),1
Jholaro,Educational Institution,1
Jhoukhonom,Military,1
Jimalgatta,Business,1
Jiribam,Business,1
Jiribam,Private Citizens & Property,1
Jisugittam,Police,1
Jiyanpur,Government (General),1
Jodamba,Government (General),1
Jorasimar,Private Citizens & Property,1
Jorhat,Police,1
Jorhat,Utilities,1
Jugasaipatna,Business,1
Kachurthal,Educational Institution,1
Kadalbal,Military,1
Kadhaikhodra,Police,1
Kadrukhuta,Private Citizens & Property,1
Kaimur,Business,1
Kaimur,Educational Institution,1
Kaimur,Private Citizens & Property,3
Kajishah,Government (General),1
Kakapora,Police,2
Kakkanad,Religious Figures/Institutions,1
Kakopathar,Police,1
Kalachand,Business,1
Kalamabad,Police,1
Kalantra,Government (General),1
Kalia Atal,Telecommunication,1
Kalia Attala,Telecommunication,1
Kaliachak,Private Citizens & Property,3
Kalimela,Business,1
Kalimela,Government (General),2
Kalimela,Military,2
Kalimela,Police,2
Kalimela,Private Citizens & Property,2
Kalimunda,Business,1
Kaller,Private Citizens & Property,1
Kalyan Nagar,Private Citizens & Property,2
Kalyansinghpur,Police,1
Kamakhya,Transportation,1
Kamanar,Police,1
Kambesu,Business,1
Kambiron,Business,1
Kambiron,Military,1
Kambiron,Transportation,1
Kamjong,Military,2
Kamlapur,Police,1
Kamlapur,Private Citizens & Property,1
Kampumanapakala,Private Citizens & Property,1
Kamshet,Private Citizens & Property,1
Kamu Maring,Police,1
Kanaguda,Police,1
Kandhamal,Business,2
Kandhamal,Police,1
Kandhamal,Private Citizens & Property,3
Kandhamal district,Private Citizens & Property,1
Kanga Gali,Military,2
Kanglatonbi,Government (General),1
Kanglatongbi,Private Citizens & Property,1
Kangpokpi,Government (General),1
Kankapal,Government (General),1
Kanker,Business,2
Kanker,Military,1
Kanker,Police,2
Kanker,Private Citizens & Property,3
Kanker district,Government (General),3
Kanker district,Military,1
Kanker district,Police,1
Kannur,Violent Political Party,1
Kannur district,Police,1
Kanpur,Transportation,1
Kantanagre,Private Citizens & Property,1
Kapoorkukri,Government (General),1
Karanjuguda,Private Citizens & Property,1
Karbi Anglong,Business,1
Karbi Anglong,Government (General),3
Karbi Anglong,Private Citizens & Property,1
Karbi Anglong,Terrorists/Non-State Militia,1
Karbi Anglong,Transportation,1
Karbi Anglong district,Business,1
Karbi Anglong district,Police,1
Karbindha,Telecommunication,2
Kareili,Private Citizens & Property,1
Karigaon,Private Citizens & Property,1
Karimati,Private Citizens & Property,1
Karimganj,Business,1
Karimnagar,Private Citizens & Property,3
Karkel,Private Citizens & Property,1
Karli,Government (General),1
Karramal,Government (General),1
Karsing,Military,1
Kasba,Private Citizens & Property,1
Kasiabeda,Government (General),1
Kasom Khullen,Military,1
Kasthiniya,Private Citizens & Property,1
Kathikund,Military,1
Kathikund,Police,1
Kathua,Military,1
Kathua,Police,1
Kathua district,Private Citizens & Property,1
Katihar,Private Citizens & Property,1
Katihar district,Transportation,1
Katlang,Educational Institution,1
Kattakonda,Police,1
Kaurgaon,Government (General),1
Kawad,Violent Political Party,1
Kaziranga National Park,Private Citizens & Property,1
Kechala,Educational Institution,1
Keimei,Private Citizens & Property,1
Keishamthong,Government (General),1
Keonjhar,Business,2
Keonjhar,Military,1
Keonjhar,Police,2
Keonjhar,Private Citizens & Property,1
Keonjhar district,Military,1
Keran,Military,1
Keshkal,Police,1
Khagaria,Transportation,1
Khaira,Business,1
Khaira,Police,1
Khairaput,Private Citizens & Property,1
Khairiput,Police,1
Khammam,Business,3
Khammam,Government (General),1
Khammam,Police,2
Khammam,Private Citizens & Property,5
Khammam,Telecommunication,2
Khammam,Terrorists/Non-State Militia,1
Khammam,Transportation,1
Khammam district,Government (General),1
Khammam district,Private Citizens & Property,1
Khan Nagar,Business,1
Khandbari,Military,1
Khangabok,Military,1
Khangabok,Private Citizens & Property,1
Khantlang,Military,1
Khariaguda,Police,1
Kharjan,Private Citizens & Property,1
Kharkutta,Business,1
Kharprakhol,Government (General),3
Khehoyi,Private Citizens & Property,1
Kheroni,Private Citizens & Property,1
Khoaani,Private Citizens & Property,1
Khoibu,Military,1
Khonghampat,Educational Institution,1
Khongjom,Military,1
Khongman,Business,1
Khonthoujam,Military,1
Khoupum,Government (General),1
Khour,Military,1
Khrew,Private Citizens & Property,1
Khudengthabi,Military,1
Khudengthabi,Police,1
Khudwani,Terrorists/Non-State Militia,1
Khumbong,Government (General),2
Khumbong,Military,1
Khumbong Joypur Khul,Government (General),1
Khunti,Government (General),1
Khunti,Police,9
Khunti,Private Citizens & Property,10
Khunti,Terrorists/Non-State Militia,1
Khunti district,Police,1
Khunti district,Private Citizens & Property,3
Khunti district,Violent Political Party,1
Khurai,Private Citizens & Property,1
Khuripani,Government (General),1
Killamkota,Private Citizens & Property,1
Kinatintavida,Police,1
Kirandul,Business,1
Kirandul,Government (General),1
Kirandul,Police,1
Kirandul,Transportation,1
Kiriburu,Military,1
Kirwala,Transportation,1
Kishanganj district,Transportation,1
Kishtapur,Private Citizens & Property,1
Kishtwar,Business,1
Kishtwar,Educational Institution,1
Kishtwar,Police,1
Kishtwar,Private Citizens & Property,1
Kishtwar,Terrorists/Non-State Militia,1
Kiyam Siphai,Business,1
Kohima,Government (General),1
Kohka Meta,Government (General),1
Koide,Government (General),1
Koil,Military,1
Koil,Police,1
Koilamati,Police,1
Koila-Moila,Transportation,2
Koilibeda,Government (General),1
Koirengei,Government (General),1
