eventid,iyear,imonth,iday,country_txt,city,attacktype1_txt,targtype1_txt,gname,weaptype1_txt
201011010016,2010,11,1,India,Jamui,Bombing/Explosion,Transportation,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
201011010017,2010,11,1,India,Lohardaga,Armed Assault,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Firearms
201011010018,2010,11,1,India,Imphal,Bombing/Explosion,Government (General),Unknown,Explosives/Bombs/Dynamite
201011030015,2010,11,3,India,Aurangabad,Bombing/Explosion,Educational Institution,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
201011030016,2010,11,3,India,Midnapore,Armed Assault,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Firearms
201011040005,2010,11,4,India,Midnapore,Unarmed Assault,Police,Communist Party of India - Maoist (CPI-Maoist),Melee
201011050005,2010,11,5,India,Banka,Armed Assault,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Firearms
201011050006,2010,11,5,India,Gaya,Hostage Taking (Kidnapping),Government (General),Communist Party of India - Maoist (CPI-Maoist),Firearms
201011060003,2010,11,6,India,Midnapore,Hostage Taking (Kidnapping),Government (General),Communist Party of India - Maoist (CPI-Maoist),Firearms
201011070010,2010,11,7,India,Bokaro,Bombing/Explosion,Police,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
201011070011,2010,11,7,India,Palamau,Bombing/Explosion,Transportation,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
201011070012,2010,11,7,India,Palamau,Bombing/Explosion,Government (General),Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
201011070013,2010,11,7,India,Palamau,Bombing/Explosion,Government (General),Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
201011070014,2010,11,7,India,Imphal,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives/Bombs/Dynamite
201011070015,2010,11,7,India,Midnapore,Armed Assault,Private Citizens & Property,People's Committee against Police Atrocities (PCPA),Firearms
201011070019,2010,11,7,India,Midnapore,Armed Assault,Government (General),People's Committee against Police Atrocities (PCPA),Firearms
201011070020,2010,11,7,India,Midnapore,Armed Assault,Private Citizens & Property,People's Committee against Police Atrocities (PCPA),Firearms
201011080003,2010,11,8,India,Baksa,Armed Assault,Private Citizens & Property,National Democratic Front of Bodoland (NDFB),Firearms
201011080004,2010,11,8,India,Sonitpor,Armed Assault,Private Citizens & Property,National Democratic Front of Bodoland (NDFB),Firearms
201011080005,2010,11,8,India,Sonitpor,Armed Assault,Private Citizens & Property,National Democratic Front of Bodoland (NDFB),Firearms
201011080006,2010,11,8,India,Sonitpor,Armed Assault,Private Citizens & Property,National Democratic Front of Bodoland (NDFB),Firearms
201011080007,2010,11,8,India,Gaya,Facility/Infrastructure Attack,Unknown,Communist Party of India - Maoist (CPI-Maoist),Incendiary
201011080008,2010,11,8,India,Gaya,Bombing/Explosion,Business,Unknown,Explosives/Bombs/Dynamite
201011080009,2010,11,8,India,Muzaffarpur,Bombing/Explosion,Transportation,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
201011080010,2010,11,8,India,Narayanpur,Hostage Taking (Kidnapping),Police,Communist Party of India - Maoist (CPI-Maoist),Unknown
201011080011,2010,11,8,India,Malkangiri,Bombing/Explosion,Educational Institution,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
201011080012,2010,11,8,India,Nabarangpur,Armed Assault,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Firearms
201011080013,2010,11,8,India,Midnapore,Armed Assault,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Firearms
201011080014,2010,11,8,India,Aurangabad,Bombing/Explosion,Telecommunication,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
201011080015,2010,11,8,India,Aurangabad,Bombing/Explosion,Telecommunication,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
201011090012,2010,11,9,India,Gaya,Facility/Infrastructure Attack,Transportation,Communist Party of India - Maoist (CPI-Maoist),Incendiary
201011090013,2010,11,9,India,Gaya,Facility/Infrastructure Attack,Government (General),Communist Party of India - Maoist (CPI-Maoist),Incendiary
201011100005,2010,11,10,India,Kokrajhar,Armed Assault,Private Citizens & Property,National Democratic Front of Bodoland (NDFB),Firearms
201011100006,2010,11,10,India,,Unarmed Assault,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Chemical
201011100007,2010,11,10,India,Thoubal,Bombing/Explosion,Government (General),Unknown,Explosives/Bombs/Dynamite
201011110018,2010,11,11,India,Gaya,Facility/Infrastructure Attack,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Incendiary
201011110019,2010,11,11,India,Gaya,Facility/Infrastructure Attack,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Incendiary
201011110020,2010,11,11,India,Giridih,Armed Assault,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Melee
201011110021,2010,11,11,India,Imphal,Hostage Taking (Kidnapping),Educational Institution,People's Revolutionary Party of Kangleipak (PREPAK),Firearms
201011120002,2010,11,12,India,Gaya,Bombing/Explosion,Police,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
201011120003,2010,11,12,India,Shopian,Armed Assault,Government (General),Unknown,Firearms
201011120004,2010,11,12,India,Bokaro,Bombing/Explosion,Police,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
201011140005,2010,11,14,India,Aurangabad,Bombing/Explosion,Transportation,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
201011140006,2010,11,14,India,Rohtas,Bombing/Explosion,Transportation,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
201011150016,2010,11,15,India,Malkangiri,Armed Assault,Government (General),Communist Party of India - Maoist (CPI-Maoist),Melee
201011150017,2010,11,15,India,Lalgarh,Unarmed Assault,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Melee
201011160010,2010,11,16,India,Koraput,Bombing/Explosion,Police,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
201011170004,2010,11,17,India,Garo Hills,Armed Assault,Private Citizens & Property,Garo National Liberation Army,Firearms
201011170005,2010,11,17,India,Garo Hills,Armed Assault,Private Citizens & Property,Garo National Liberation Army,Firearms
201011170006,2010,11,17,India,,Bombing/Explosion,Utilities,Garo National Liberation Army,Explosives/Bombs/Dynamite
201011180005,2010,11,18,India,Ranchi,Armed Assault,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Firearms
201011190010,2010,11,19,India,Midnapore,Bombing/Explosion,Government (General),Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
201011190017,2010,11,19,India,Midnapore,Bombing/Explosion,Government (General),Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
201011200008,2010,11,20,India,Gaya,Bombing/Explosion,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
201011200009,2010,11,20,India,Pulwama,Armed Assault,Private Citizens & Property,Unknown,Firearms
201011200010,2010,11,20,India,Midnapore,Hostage Taking (Kidnapping),Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Firearms
201011210010,2010,11,21,India,Bijapur,Armed Assault,Terrorists/Non-State Militia,Communist Party of India - Maoist (CPI-Maoist),Firearms
201011210011,2010,11,21,India,Midnapore,Armed Assault,Government (General),Communist Party of India - Maoist (CPI-Maoist),Firearms
201011210012,2010,11,21,India,Midnapore,Hostage Taking (Kidnapping),Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Firearms
201011220007,2010,11,22,India,Baramulla,Bombing/Explosion,Transportation,Unknown,Explosives/Bombs/Dynamite
201011230008,2010,11,23,India,Bijapur,Bombing/Explosion,Police,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
201011230009,2010,11,23,India,Gadchiroli,Armed Assault,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Melee
201011230010,2010,11,23,India,Gadchiroli,Bombing/Explosion,Unknown,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
201011230015,2010,11,23,India,Vishakhapatnam,Bombing/Explosion,Unknown,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
201011240006,2010,11,24,India,Chandel,Armed Assault,Private Citizens & Property,United Kuki Liberation Front (UKLF) - India,Firearms
201011250006,2010,11,25,India,Aurangabad,Facility/Infrastructure Attack,Business,Communist Party of India - Maoist (CPI-Maoist),Incendiary
201011250007,2010,11,25,India,East Champaran,Armed Assault,Business,Communist Party of India - Maoist (CPI-Maoist),Firearms
201011250008,2010,11,25,India,Imphal,Bombing/Explosion,Business,Unknown,Explosives/Bombs/Dynamite
201011260001,2010,11,26,India,Dantewada,Facility/Infrastructure Attack,Business,Communist Party of India - Maoist (CPI-Maoist),Incendiary
201011260002,2010,11,26,India,Imphal,Bombing/Explosion,Government (General),Unknown,Explosives/Bombs/Dynamite
201011270009,2010,11,27,India,Kandhamal,Bombing/Explosion,Business,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
201011280004,2010,11,28,India,Latehar,Bombing/Explosion,Government (General),Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
201011280005,2010,11,28,India,Gadchiroli,Armed Assault,Police,Communist Party of India - Maoist (CPI-Maoist),Firearms
201011300005,2010,11,30,India,Midnapore,Facility/Infrastructure Attack,Government (General),Communist Party of India - Maoist (CPI-Maoist),Incendiary
201011300007,2010,11,30,India,Senapati,Hostage Taking (Kidnapping),Government (General),United Kuki Liberation Front (UKLF) - India,Unknown
201012010006,2010,12,1,India,Warangal,Hostage Taking (Kidnapping),Government (General),Communist Party of India - Maoist (CPI-Maoist),Firearms
201012010007,2010,12,1,India,Jamtara,Armed Assault,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Firearms
201012010008,2010,12,1,India,Puruliya,Armed Assault,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Firearms
201012020007,2010,12,2,India,Warangal,Facility/Infrastructure Attack,Transportation,Communist Party of India - Maoist (CPI-Maoist),Incendiary
201012020008,2010,12,2,India,Karimnagar,Armed Assault,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Firearms
201012020009,2010,12,2,India,Karimnagar,Hostage Taking (Kidnapping),Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Firearms
201012020010,2010,12,2,India,Warangal,Armed Assault,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Firearms
201012020011,2010,12,2,India,Warangal,Unknown,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Unknown
201012020012,2010,12,2,India,Keonjhar,Bombing/Explosion,Police,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
201012020013,2010,12,2,India,Jehanabad,Facility/Infrastructure Attack,Business,Communist Party of India - Maoist (CPI-Maoist),Incendiary
201012030007,2010,12,3,India,Begusarai,Bombing/Explosion,Transportation,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
201012030008,2010,12,3,India,Khagaria,Bombing/Explosion,Transportation,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
201012040005,2010,12,4,India,Giridih,Armed Assault,Government (General),Communist Party of India - Maoist (CPI-Maoist),Firearms
201012040006,2010,12,4,India,Imphal,Hostage Taking (Kidnapping),Government (General),Unknown,Firearms
201012050004,2010,12,5,India,Midnapore,Armed Assault,Terrorists/Non-State Militia,Communist Party of India - Maoist (CPI-Maoist),Firearms
201012060004,2010,12,6,India,Imphal,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives/Bombs/Dynamite
201012060005,2010,12,6,India,Sundargarh,Hostage Taking (Kidnapping),Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Melee
201012070010,2010,12,7,India,Khammam,Facility/Infrastructure Attack,Telecommunication,Communist Party of India - Maoist (CPI-Maoist),Incendiary
201012070011,2010,12,7,India,Visakhapatnam,Facility/Infrastructure Attack,Business,Communist Party of India - Maoist (CPI-Maoist),Unknown
201012070012,2010,12,7,India,Aurangabad,Facility/Infrastructure Attack,Transportation,Tritiya Prastuti Committee (India),Incendiary
201012070013,2010,12,7,India,Gadchiroli,Hostage Taking (Kidnapping),Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Unknown
201012070014,2010,12,7,India,Senapati,Armed Assault,Military,Unknown,Melee
201012070015,2010,12,7,India,Varanasi,Bombing/Explosion,Private Citizens & Property,Indian Mujahideen,Explosives/Bombs/Dynamite
201012080008,2010,12,8,India,Koraput,Armed Assault,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Firearms
201012090010,2010,12,9,India,Sundargarh,Hostage Taking (Kidnapping),Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Firearms
201012090012,2010,12,9,India,Birbhum,Assassination,Government (General),Communist Party of India - Maoist (CPI-Maoist),Firearms
201012100001,2010,12,10,India,Koraput,Facility/Infrastructure Attack,Telecommunication,Communist Party of India - Maoist (CPI-Maoist),Incendiary
201012100002,2010,12,10,India,Midnapore,Armed Assault,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Firearms
201012110017,2010,12,11,India,Sundargarh,Hostage Taking (Kidnapping),Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Firearms
201012130011,2010,12,13,India,West Singhbhum,Armed Assault,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Firearms
201012140012,2010,12,14,India,Chatra,Bombing/Explosion,Government (General),Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
201012160003,2010,12,16,India,Simdega,Armed Assault,Private Citizens & Property,People's Liberation Front of India,Firearms
201012160004,2010,12,16,India,South Garo Hills,Hostage Taking (Kidnapping),Business,Garo National Liberation Army,Unknown
201012170010,2010,12,17,India,Chandel,Unknown,Military,United National Liberation Front (UNLF),Unknown
201012170011,2010,12,17,India,Puruliya,Armed Assault,Government (General),Communist Party of India - Maoist (CPI-Maoist),Firearms
201012180001,2010,12,18,India,Seraikela Kharsawan,Armed Assault,Government (General),Communist Party of India - Maoist (CPI-Maoist),Firearms
201012190008,2010,12,19,India,Koraput,Bombing/Explosion,Transportation,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
201012190009,2010,12,19,India,Midnapore,Assassination,Educational Institution,Communist Party of India - Maoist (CPI-Maoist),Firearms
201012190010,2010,12,19,India,Midnapore,Facility/Infrastructure Attack,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Incendiary
201012200001,2010,12,20,India,Palamau,Bombing/Explosion,Police,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
201012210013,2010,12,21,India,Dantewada,Armed Assault,Educational Institution,Communist Party of India - Maoist (CPI-Maoist),Melee
201012210014,2010,12,21,India,Gadchiroli,Assassination,Police,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
201012210015,2010,12,21,India,,Facility/Infrastructure Attack,Government (General),Communist Party of India - Maoist (CPI-Maoist),Incendiary
201012210016,2010,12,21,India,Gajapati,Facility/Infrastructure Attack,Business,Communist Party of India - Maoist (CPI-Maoist),Incendiary
201012210017,2010,12,21,India,Gajapati,Facility/Infrastructure Attack,Telecommunication,Communist Party of India - Maoist (CPI-Maoist),Incendiary
201012220001,2010,12,22,India,Midnapore,Bombing/Explosion,Unknown,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
201012230015,2010,12,23,India,Dantewada,Bombing/Explosion,Transportation,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
201012240001,2010,12,24,India,Garhwa,Facility/Infrastructure Attack,Government (General),Communist Party of India - Maoist (CPI-Maoist),Incendiary
201012240002,2010,12,24,India,West Singhbhum,Bombing/Explosion,Police,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
201012240003,2010,12,24,India,Gadchiroli,Armed Assault,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Firearms
201012240004,2010,12,24,India,Midnapore,Unknown,Government (General),Communist Party of India - Maoist (CPI-Maoist),Unknown
201012240005,2010,12,24,India,Puruliya,Armed Assault,Government (General),Communist Party of India - Maoist (CPI-Maoist),Melee
201012240006,2010,12,24,India,Beliabera,Armed Assault,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Melee
201012240011,2010,12,24,India,Midnapore,Unknown,Government (General),Communist Party of India - Maoist (CPI-Maoist),Unknown
201012240012,2010,12,24,India,Godda,Bombing/Explosion,Police,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
201012250006,2010,12,25,India,Midnapore,Facility/Infrastructure Attack,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Incendiary
201012250007,2010,12,25,India,Midnapore,Facility/Infrastructure Attack,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Incendiary
201012250008,2010,12,25,India,Midnapore,Facility/Infrastructure Attack,Private Citizens & Property,People's Committee against Police Atrocities (PCPA),Incendiary
201012250009,2010,12,25,India,Puruliya,Bombing/Explosion,Police,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
201012260001,2010,12,26,India,Dantewada,Armed Assault,Police,Communist Party of India - Maoist (CPI-Maoist),Firearms
201012270016,2010,12,27,India,Gadchiroli,Armed Assault,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Firearms
201012290011,2010,12,29,India,Gadchiroli,Facility/Infrastructure Attack,Government (General),Communist Party of India - Maoist (CPI-Maoist),Incendiary
201012300002,2010,12,30,India,Gadchiroli,Facility/Infrastructure Attack,Government (General),Communist Party of India - Maoist (CPI-Maoist),Incendiary
201012300003,2010,12,30,India,Rayagada,Armed Assault,Police,Communist Party of India - Maoist (CPI-Maoist),Firearms
201101040017,2011,1,4,India,Latehar,Bombing/Explosion,Unknown,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
201101040018,2011,1,4,India,Kandhamal,Armed Assault,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Firearms
201101040019,2011,1,4,India,Jajpur,Bombing/Explosion,Transportation,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
201101060014,2011,1,6,India,Salbani,Bombing/Explosion,Government (General),Communist Party of India - Maoist (CPI-Maoist),Melee
201101060016,2011,1,6,India,Khunti,Assassination,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Firearms
201101060017,2011,1,6,India,Midnapore,Hostage Taking (Kidnapping),Government (General),Communist Party of India - Maoist (CPI-Maoist),Firearms
201101070002,2011,1,7,India,Gumla,Armed Assault,Private Citizens & Property,People's Liberation Front of India,Melee
201101080016,2011,1,8,India,Bishenpur,Bombing/Explosion,Transportation,Unknown,Explosives/Bombs/Dynamite
201101080017,2011,1,8,India,Midnapore,Armed Assault,Terrorists/Non-State Militia,Communist Party of India - Maoist (CPI-Maoist),Firearms
201101090001,2011,1,9,India,Sundargarh,Bombing/Explosion,Transportation,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
201101100015,2011,1,10,India,Gajapati,Facility/Infrastructure Attack,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Incendiary
201101110002,2011,1,11,India,Bijapur,Unknown,Police,Communist Party of India - Maoist (CPI-Maoist),Unknown
201101110003,2011,1,11,India,Gadchiroli,Armed Assault,Police,Communist Party of India - Maoist (CPI-Maoist),Firearms
201101110004,2011,1,11,India,Koraput,Bombing/Explosion,Government (General),Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
201101120015,2011,1,12,India,Bokaro,Armed Assault,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Melee
201101130005,2011,1,13,India,Midnapore,Facility/Infrastructure Attack,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Firearms
201101150003,2011,1,15,India,Gadchiroli,Bombing/Explosion,Police,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
201101150004,2011,1,15,India,,Hostage Taking (Kidnapping),Government (General),Communist Party of India - Maoist (CPI-Maoist),Unknown
201101160013,2011,1,16,India,Palamau,Hostage Taking (Kidnapping),Government (General),Communist Party of India - Maoist (CPI-Maoist),Unknown
201101160014,2011,1,16,India,Midnapore,Facility/Infrastructure Attack,Government (General),Communist Party of India - Maoist (CPI-Maoist),Incendiary
201101170002,2011,1,17,India,Gaya,Bombing/Explosion,Police,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
201101170003,2011,1,17,India,ganjam,Facility/Infrastructure Attack,Business,Communist Party of India - Maoist (CPI-Maoist),Incendiary
201101170004,2011,1,17,India,Midnapore,Bombing/Explosion,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
201101180012,2011,1,18,India,Midnapore,Armed Assault,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Firearms
201101180013,2011,1,18,India,Midnapore,Hostage Taking (Kidnapping),Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Firearms
201101190003,2011,1,19,India,,Bombing/Explosion,Business,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
201101200013,2011,1,20,India,Kanker,Unknown,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Unknown
201101210002,2011,1,21,India,Imphal,Bombing/Explosion,Private Citizens & Property,Kangleipak Communist Party (KCP),Explosives/Bombs/Dynamite
201101210003,2011,1,21,India,Lalgarh,Hostage Taking (Kidnapping),Government (General),Communist Party of India - Maoist (CPI-Maoist),Firearms
201101230014,2011,1,23,India,Midnapore,Armed Assault,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Firearms
201101240009,2011,1,24,India,ganjam,Bombing/Explosion,Transportation,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
201101250010,2011,1,25,India,Karbi Anglong,Armed Assault,Transportation,Karbi People's Liberation Tigers (KPLT),Firearms
201101250011,2011,1,25,India,North Cachar Hills,Bombing/Explosion,Transportation,Unknown,Explosives/Bombs/Dynamite
201101250012,2011,1,25,India,Munger,Facility/Infrastructure Attack,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Incendiary
201101250013,2011,1,25,India,Narayanpur,Hostage Taking (Kidnapping),Police,Communist Party of India - Maoist (CPI-Maoist),Unknown
201101260011,2011,1,26,India,East Champaran,Armed Assault,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Firearms
201101260012,2011,1,26,India,Palamau,Bombing/Explosion,Educational Institution,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
201101270013,2011,1,27,India,Chatra,Bombing/Explosion,Police,Unknown,Explosives/Bombs/Dynamite
201101280005,2011,1,28,India,Raj Nandgaon,Armed Assault,Military,Communist Party of India - Maoist (CPI-Maoist),Firearms
201101300002,2011,1,30,India,Dumka,Armed Assault,Business,Communist Party of India - Maoist (CPI-Maoist),Firearms
201101300003,2011,1,30,India,Ranchi,Hostage Taking (Kidnapping),Terrorists/Non-State Militia,Jharkhand Liberation Tigers (JLT),Melee
201101310008,2011,1,31,India,Gumla,Facility/Infrastructure Attack,Transportation,People's Liberation Front of India,Incendiary
201101310009,2011,1,31,India,Bokaro,Bombing/Explosion,Utilities,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
201101310010,2011,1,31,India,,Armed Assault,Government (General),National Liberation Front of Tripura (NLFT),Firearms
201102010014,2011,2,1,India,Imphal,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives/Bombs/Dynamite
201102010016,2011,2,1,India,Jamui,Armed Assault,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Firearms
201102010017,2011,2,1,India,Midnapore,Hostage Taking (Kidnapping),Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Firearms
201102020001,2011,2,2,India,Saran,Bombing/Explosion,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
201102020002,2011,2,2,India,Bijapur,Assassination,Terrorists/Non-State Militia,Communist Party of India - Maoist (CPI-Maoist),Firearms
201102020003,2011,2,2,India,Baramulla,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives/Bombs/Dynamite
201102020004,2011,2,2,India,Baramulla,Bombing/Explosion,Police,Unknown,Explosives/Bombs/Dynamite
201102030014,2011,2,3,India,Chatra,Hostage Taking (Kidnapping),Business,Communist Party of India - Maoist (CPI-Maoist),Melee
201102030015,2011,2,3,India,Imphal,Facility/Infrastructure Attack,Business,Unknown,Incendiary
201102040004,2011,2,4,India,Midnapore,Armed Assault,Government (General),Communist Party of India - Maoist (CPI-Maoist),Firearms
201102050010,2011,2,5,India,Pulwama,Armed Assault,Government (General),Unknown,Firearms
201102050011,2011,2,5,India,Gadchiroli,Facility/Infrastructure Attack,Business,Communist Party of India - Maoist (CPI-Maoist),Incendiary
201102050012,2011,2,5,India,Gondia,Facility/Infrastructure Attack,Business,Communist Party of India - Maoist (CPI-Maoist),Incendiary
201102060001,2011,2,6,India,Kokrajhar,Unknown,Terrorists/Non-State Militia,Unknown,Unknown
201102060002,2011,2,6,India,Imphal,Armed Assault,Police,Unknown,Firearms
201102060003,2011,2,6,India,Imphal,Bombing/Explosion,Government (General),Unknown,Explosives/Bombs/Dynamite
201102060004,2011,2,6,India,Midnapore,Facility/Infrastructure Attack,Business,People's Committee against Police Atrocities (PCPA),Incendiary
201102070019,2011,2,7,India,Gaya,Unknown,Police,Communist Party of India - Maoist (CPI-Maoist),Unknown
201102070020,2011,2,7,India,Bastar,Bombing/Explosion,Police,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
201102070021,2011,2,7,India,Raj Nandgaon,Armed Assault,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Melee
201102070022,2011,2,7,India,Bokaro,Bombing/Explosion,Transportation,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
201102070023,2011,2,7,India,Ramgarh,Bombing/Explosion,Transportation,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
201102080004,2011,2,8,India,Imphal,Armed Assault,Transportation,Unknown,Firearms
201102090011,2011,2,9,India,Kandhamal,Facility/Infrastructure Attack,Police,Communist Party of India - Maoist (CPI-Maoist),Incendiary
201102090012,2011,2,9,India,Puruliya,Hostage Taking (Kidnapping),Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Firearms
201102100001,2011,2,10,India,Muzaffarpur,Facility/Infrastructure Attack,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Incendiary
201102100002,2011,2,10,India,Muzaffarpur,Facility/Infrastructure Attack,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Incendiary
201102100003,2011,2,10,India,Muzaffarpur,Facility/Infrastructure Attack,Private Citizens & Property,Communist Party of India - Maoist (CPI-Maoist),Incendiary
201102100004,2011,2,10,India,Muzaffarpur,Bombing/Explosion,Transportation,Communist Party of India - Maoist (CPI-Maoist),Explosives/Bombs/Dynamite
201102100005,2011,2,10,India,Imphal,Bombing/Explosion,Government (General),Unknown,Explosives/Bombs/Dynamite
201102110011,2011,2,11,India,Baramulla,Armed Assault,Business,Unknown,Firearms
201102110012,2011,2,11,India,Baramulla,Armed Assault,Unknown,Unknown,Firearms
201102110013,2011,2,11,India,Shillong,Bombing/Explosion,Journalists & Media,Unknown,Explosives/Bombs/Dynamite
