source,target,weight
Liberation Tigers of Tamil Eelam (LTTE),Hostage Taking (Kidnapping),1
Long-time Muslim immigrants from Bangladesh,Armed Assault,5
Maoist Communist Center (MCC),Armed Assault,8
Maoist Communist Center (MCC),Assassination,1
Maoist Farm Laborers Struggle Committee (MXSS),Armed Assault,1
Maoists,Armed Assault,1
Maoists,Assassination,1
Maoists,Hostage Taking (Kidnapping),1
Mazdoor Kisan Sangram Samiti (MKSS),Armed Assault,1
Militants,Armed Assault,1
Minority Unity Forum,Assassination,1
Moslem Janbaz Force,Bombing/Explosion,2
Moslem Janbaz Force,Hostage Taking (Kidnapping),1
Mujahideen Kashmir,Bombing/Explosion,3
Mujahideen Kashmir,Facility/Infrastructure Attack,1
Mujahideen Kashmir,Hostage Taking (Kidnapping),2
Muslim Brotherhood,Assassination,1
Muslim Brotherhood,Hostage Taking (Kidnapping),1
Muslim Extremists,Bombing/Explosion,2
Muslim Militants,Armed Assault,25
Muslim Militants,Assassination,13
Muslim Militants,Bombing/Explosion,17
Muslim Militants,Facility/Infrastructure Attack,2
Muslim Militants,Hostage Taking (Kidnapping),3
Muslim Militants,Unarmed Assault,2
Muslim Rebels,Bombing/Explosion,1
Muslim Separatists,Armed Assault,7
Muslim Separatists,Assassination,8
Muslim Separatists,Bombing/Explosion,47
Muslim Separatists,Facility/Infrastructure Attack,29
Muslim Separatists,Hostage Taking (Kidnapping),2
Muslim Separatists,Unarmed Assault,19
Muslims,Armed Assault,2
Naga People,Armed Assault,8
Naga People,Assassination,2
Naga Students Federation,Bombing/Explosion,2
National Democratic Front of Bodoland (NDFB),Armed Assault,16
National Democratic Front of Bodoland (NDFB),Bombing/Explosion,7
National Liberation Front of Tripura (NLFT),Armed Assault,8
National Liberation Front of Tripura (NLFT),Bombing/Explosion,1
National Liberation Front of Tripura (NLFT),Hostage Taking (Kidnapping),2
National Socialist Council of Nagaland,Armed Assault,9
National Socialist Council of Nagaland,Assassination,1
National Socialist Council of Nagaland,Bombing/Explosion,2
Naxalites,Armed Assault,3
Naxalites,Assassination,1
Naxalites,Bombing/Explosion,8
Naxalites,Hostage Taking (Kidnapping),7
Organized Crime,Assassination,1
Other,Armed Assault,4
Other,Bombing/Explosion,8
Pakistani trained terrorists,Armed Assault,1
Panthic Committee,Bombing/Explosion,1
Party Unity,Bombing/Explosion,1
People's Liberation Army (India),Armed Assault,2
People's Liberation Army (India),Bombing/Explosion,5
People's War Group (PWG),Armed Assault,5
People's War Group (PWG),Assassination,3
People's War Group (PWG),Bombing/Explosion,22
People's War Group (PWG),Facility/Infrastructure Attack,2
People's War Group (PWG),Hostage Taking (Kidnapping),4
Political Group,Bombing/Explosion,1
Ranbir Sena,Armed Assault,4
Rival Activists,Armed Assault,4
Rival caste,Assassination,3
Rival caste,Bombing/Explosion,2
Separatists,Armed Assault,14
Separatists,Assassination,3
Separatists,Bombing/Explosion,15
Separatists,Facility/Infrastructure Attack,1
Separatists,Hostage Taking (Kidnapping),2
Servants of Islam Organization,Armed Assault,1
Shahid Khalsa Force,Bombing/Explosion,2
Shangytown residents,Bombing/Explosion,1
Shiite Muslims,Assassination,1
Sikh Extremists,Armed Assault,101
Sikh Extremists,Assassination,85
Sikh Extremists,Bombing/Explosion,60
Sikh Extremists,Facility/Infrastructure Attack,30
Sikh Extremists,Hijacking,1
Sikh Extremists,Hostage Taking (Kidnapping),10
Sinhalese Militants,Assassination,2
Smugglers and Elephant Poachers,Armed Assault,1
Tamil Liberation Army,Bombing/Explosion,2
Tamil Nadu Liberation Army,Bombing/Explosion,2
Tehrik al-Mojahedin,Bombing/Explosion,1
Thavar Caste,Assassination,1
Tribal Group,Armed Assault,21
Tribal guerrillas,Armed Assault,1
Tripura Separatists,Hostage Taking (Kidnapping),1
U/I Islamic Separatists,Hostage Taking (Kidnapping),2
United Liberation Front of Assam (ULFA),Armed Assault,6
United Liberation Front of Assam (ULFA),Assassination,7
United Liberation Front of Assam (ULFA),Bombing/Explosion,20
United Liberation Front of Assam (ULFA),Hostage Taking (Kidnapping),16
Vishwa Hindu Parishad (VHP),Armed Assault,1
Vishwa Hindu Parishad (VHP),Unarmed Assault,1
